item_id,name,description,summary
30012,흑조,게이지 회복률을 올려주는\n파트너 아이템입니다.,RECOVER + {0}%
30013,엔젤,게이지 회복률을 올려주는\n파트너 아이템입니다.,RECOVER + {0}%
30014,린,게이지 회복률을 올려주는\n파트너 아이템입니다.,RECOVER + {0}%
30015,현지,게이지 회복률을 올려주는\n파트너 아이템입니다.,RECOVER + {0}%
30016,기사단원,총 게이지 수치를 올려주는\n파트너 아이템입니다.,HP + {0}
30017,지나데이비스,총 게이지 수치를 올려주는\n파트너 아이템입니다.,HP + {0}
30018,다나,총 게이지 수치를 올려주는\n파트너 아이템입니다.,HP + {0}
30019,로시,총 게이지 수치를 올려주는\n파트너 아이템입니다.,HP + {0}
30020,세하,총 게이지 수치를 올려주는\n파트너 아이템입니다.,HP + {0}
39001,지미,경험치를 올려주는\n파트너 아이템입니다. (증정 아이템),
39002,사각머리,MAX를 더 많이 얻게 해주는\n파트너 아이템입니다. (증정 아이템),
39003,유미란,게이지 회복률을 올려주는\n파트너 아이템입니다. (증정 아이템),
39004,기사단원,총 게이지 수치를 올려주는\n파트너 아이템입니다. (증정 아이템),
39101,Squarehead,Partner item with\nMAX point-boost. (Gifted item),
40001,안티 게임오버,게이지가 0이 되더라도\n게임오버 되지 않습니다.,중도 게임오버 없음
40002,안티 이펙터,강제로 설정되는 이펙터를\n설정 해제 시켜줍니다.,이펙터 강제설정 없음
49001,안티 게임오버,게이지가 0이 되더라도\n게임오버 되지 않습니다. (증정 아이템),중도 게임오버 없음
49002,안티 게임오버,게이지가 0이 되더라도\n게임오버 되지 않습니다. (증정 아이템),중도 게임오버 없음
50001,2500 MAX,2500 MAX POINT를\n충전합니다.,{0} MAX 충전
50002,13250 MAX,13250 MAX POINT를\n충전합니다.,{0} MAX 충전
50003,27500 MAX,27500 MAX POINT를\n충전합니다.,{0} MAX 충전
50004,43125 MAX,43125 MAX POINT를\n충전합니다.,{0} MAX 충전
50005,75000 MAX,75000 MAX POINT를\n충전합니다.,{0} MAX 충전
59001,150 MAX,MAX POINT를\n충전합니다.,
59002,3000 MAX,선물용 MAX POINT 입니다.,
59003,2500 MAX,선물용 MAX POINT 입니다.,
59004,10000 MAX,선물용 MAX POINT 입니다.,
59005,30000 MAX,선물용 MAX POINT 입니다.,
59006,1000 MAX,선물용 MAX POINT 입니다.,
59007,5000 MAX,선물용 MAX POINT 입니다.,
59008,50000 MAX,패키지에 포함된 MAX POINT 입니다.,
59009,10000 MAX,패키지에 포함된 MAX POINT 입니다.,
59010,100000 MAX,이미 패키지 스킨을 보유한 당신에게 드리는 선물입니다.,
59101,1500 MAX,선물용 MAX POINT 입니다.,
60001,10 Q,10 Q POINT를\n충전합니다.,{0} Q 충전
60002,60 Q,60 Q POINT를\n충전합니다.,{0} Q 충전
60003,165 Q,165 Q POINT를\n충전합니다.,{0} Q 충전
60004,350 Q,350 Q POINT를\n충전합니다.,{0} Q 충전
60005,540 Q,540 Q POINT를\n충전합니다.,{0} Q 충전
60006,750 Q,750 Q POINT를\n충전합니다.,{0} Q 충전
60007,12 Hours FREE PASS,이 시간동안 모든 곡을 무료로 이용하세요!\n[9EEC32]FREE PASS의 효력은 구입 즉시 적용됩니다.[-],모든 곡과 패턴\n무료플레이
61001,10 Q,선물용 Q POINT 입니다.,
61002,20 Q,선물용 Q POINT 입니다.,
61003,50 Q,선물용 Q POINT 입니다.,
61004,100 Q,선물용 Q POINT 입니다.,
61005,150 Q,선물용 Q POINT 입니다.,
61006,200 Q,선물용 Q POINT 입니다.,
61007,250 Q,선물용 Q POINT 입니다.,
61008,300 Q,선물용 Q POINT 입니다.,
62001,30 Q,패키지아이템에 포함된 Q POINT 입니다.,
62002,70 Q,패키지아이템에 포함된 Q POINT 입니다.,
70001,ANTI BREAK Lv.1,BREAK 판정을 MAX 1%로 1회 변환.,
70002,ANTI BREAK Lv.2,BREAK 판정을 MAX 1%로 2회 변환.,
70003,ANTI BREAK Lv.3,BREAK 판정을 MAX 1%로 3회 변환.,
70004,ANTI BREAK Lv.4,BREAK 판정을 MAX 1%로 4회 변환.,
70005,ANTI BREAK Lv.5,BREAK 판정을 MAX 1%로 5회 변환.,
70006,ANTI BREAK Lv.6,BREAK 판정을 MAX 1%로 6회 변환.,
70007,ANTI BREAK Lv.7,BREAK 판정을 MAX 1%로 7회 변환.,
70008,ANTI BREAK Lv.8,BREAK 판정을 MAX 1%로 8회 변환.,
70009,ANTI BREAK Lv.9,BREAK 판정을 MAX 1%로 9회 변환.,
70010,ANTI BREAK Lv.10,BREAK 판정을 MAX 100%로 10회 변환.,
70011,FEVER PLUS Lv.1,FEVER 효과 5.5초 적용. 최대 2회 사용 가능.,
70012,FEVER PLUS Lv.2,FEVER 효과 6초 적용. 최대 2회 사용 가능.,
70013,FEVER PLUS Lv.3,FEVER 효과 6.5초 적용. 최대 2회 사용 가능.,
70014,FEVER PLUS Lv.4,FEVER 효과 7초 적용. 최대 2회 사용 가능.,
70015,FEVER PLUS Lv.5,FEVER 효과 7.5초 적용. 최대 2회 사용 가능.,
70016,FEVER PLUS Lv.6,FEVER 효과 8초 적용. 최대 2회 사용 가능.,
70017,FEVER PLUS Lv.7,FEVER 효과 8.5초 적용. 최대 2회 사용 가능.,
70018,FEVER PLUS Lv.8,FEVER 효과 9초 적용. 최대 2회 사용 가능.,
70019,FEVER PLUS Lv.9,FEVER 효과 9.5초 적용. 최대 2회 사용 가능.,
70020,FEVER PLUS Lv.10,FEVER 효과 10초 적용. 최대 3회 사용 가능.,
70021,GAUGE REFILL Lv.1,"게이지 전체 소진 시, 7%의 게이지를 채움.",
70022,GAUGE REFILL Lv.2,"게이지 전체 소진 시, 14%의 게이지를 채움.",
70023,GAUGE REFILL Lv.3,"게이지 전체 소진 시, 21%의 게이지를 채움.",
70024,GAUGE REFILL Lv.4,"게이지 전체 소진 시, 28%의 게이지를 채움.",
70025,GAUGE REFILL Lv.5,"게이지 전체 소진 시, 35%의 게이지를 채움.",
70026,GAUGE REFILL Lv.6,"게이지 전체 소진 시, 42%의 게이지를 채움.",
70027,GAUGE REFILL Lv.7,"게이지 전체 소진 시, 49%의 게이지를 채움.",
70028,GAUGE REFILL Lv.8,"게이지 전체 소진 시, 56%의 게이지를 채움.",
70029,GAUGE REFILL Lv.9,"게이지 전체 소진 시, 63%의 게이지를 채움.",
70030,GAUGE REFILL Lv.10,"게이지 전체 소진 시, 100%의 게이지를 채움.",
90001,레인보우,알록달록한 색상을 가진\n무지개 노트 입니다.,게임 중 노트 디자인 변화
90002,미러볼,뜨거운 밤의 열기를 가득 담은\n미러볼 노트 입니다.,게임 중 노트 디자인 변화
90003,스피커,비트와 함께 고동치는 효과가 멋진\n스피커 노트 입니다.,게임 중 노트 디자인 변화
90004,레이더,전자파를 모티브로 만들어진\n레이더 노트 입니다.,게임 중 노트 디자인 변화
90005,LED,좀 더 스마트한 플레이를 위해\n만들어진 LED 노트 입니다.,게임 중 노트 디자인 변화
90006,블랙,쉬크한 매력이 돋보이는\n블랙 노트 입니다.,게임 중 노트 디자인 변화
90007,NB Ranger,"DJMAX의 공식 마스코트,\nNB Ranger 모양의 노트 입니다.",게임 중 노트 디자인 변화
90008,크리스탈,고급스러운 분위기가 느껴지는\n수정 모양의 노트 입니다.,게임 중 노트 디자인 변화
90009,태양신,태양을 다스리는 신을 형상화한\n태양신 노트 입니다.,게임 중 노트 디자인 변화
91001,크리스마스,HAPPY CHRISTMAS !\n무제한으로 제공되는 노트입니다.,게임 중 노트 디자인 변화
99101,크리스탈,고급스러운 분위기가 느껴지는\n수정 모양의 노트 입니다.,게임 중 노트 디자인 변화
100001,옐로메탈,노란 색상의 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100002,워터멜론,수박 색상의 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100003,딥블루,진한파랑 색상의 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100004,핑크트윙클,분홍 색상의 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100005,레드메탈,붉은 색상의 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100006,블루진,한정 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100007,레오파드,한정 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100008,하드보일드,한정 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
100009,스크래치메탈,한정 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
109101,메탈매쉬,친구 초대 보상 한정 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
109201,최고급원목,쿠폰 선물 한정 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
109202,하버브릿지,쿠폰 선물 한정 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
110001,크리스마스,HAPPY CHRISTMAS !\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
110002,HELLO 2018,신년을 기념하는 스킨입니다.\n게임 상단 영역에 적용됩니다.,상단 디자인 변화
110003,스노우매드니스,열정이 하나되는 그순간을 기념합니다. \n게임 상단 영역에 적용됩니다.,상단 디자인 변화
110004,RED SQUARE,2018.06. Live It Up!! \n게임 상단 영역에 적용됩니다.,상단 디자인 변화
110005,FULL MOON,보름달처럼 풍요로운 한가위 되세요! \n게임 상단 영역에 적용됩니다.,상단 디자인 변화
110006,TECHNICOLOR,We Love TECHNIKA!! \n게임 상단 영역에 적용됩니다.,상단 디자인 변화
190001,레인보우,알록달록한 색상을 가진\n무지개 노트 입니다.,게임 중 노트 디자인 변화
190002,미러볼,뜨거운 밤의 열기를 가득 담은\n미러볼 노트 입니다.,게임 중 노트 디자인 변화
190003,스피커,비트와 함께 고동치는 효과가 멋진\n스피커 노트 입니다.,게임 중 노트 디자인 변화
190004,레이더,전자파를 모티브로 만들어진\n레이더 노트 입니다.,게임 중 노트 디자인 변화
190005,LED,좀 더 스마트한 플레이를 위해\n만들어진 LED 노트 입니다.,게임 중 노트 디자인 변화
190006,블랙,쉬크한 매력이 돋보이는\n블랙 노트 입니다.,게임 중 노트 디자인 변화
190007,NB Ranger,"DJMAX의 공식 마스코트,\nNB Ranger 모양의 노트 입니다.",게임 중 노트 디자인 변화
190008,크리스탈,고급스러운 분위기가 느껴지는\n수정 모양의 노트 입니다.,게임 중 노트 디자인 변화
190009,태양신,태양을 다스리는 신을 형상화한\n태양신 노트 입니다.,게임 중 노트 디자인 변화
190010,크리스마스,HAPPY CHRISTMAS! \n무제한으로 제공되는 노트입니다.,게임 중 노트 디자인 변화
190011,TECHNICOLOR,We Love TECHNIKA!! \n무제한으로 제공되는 노트입니다.,게임 중 노트 디자인 변화
